dist_correction_x,rot_correction,vert_correction,focal_slope,focal_distance,vert_offset_correction,dist_correction_y,laser_id,dist_correction
0.0,0.0476823951645,0.0190240888467,0.0,0.0,0.0,0.0,53,0.0
0.0,0.0793775743807,-0.279985718605,0.0,0.0,0.0,0.0,54,0.0
0.0,0.110898220672,-0.0385717764691,0.0,0.0,0.0,0.0,55,0.0
0.0,-0.110898220672,0.070860367631,0.0,0.0,0.0,0.0,56,0.0
0.0,-0.0793775743807,-0.0808087443673,0.0,0.0,0.0,0.0,57,0.0
0.0,-0.0476823951645,0.0132645023152,0.0,0.0,0.0,0.0,58,0.0
0.0,-0.0158999494857,0.261799387799,0.0,0.0,0.0,0.0,59,0.0
0.0,0.0158999494857,-0.0596902604182,0.0,0.0,0.0,0.0,60,0.0
0.0,0.0476823951645,0.0343829862643,0.0,0.0,0.0,0.0,61,0.0
0.0,0.0793775743807,-0.119555053762,0.0,0.0,0.0,0.0,62,0.0
0.0,0.110898220672,-0.0232128790515,0.0,0.0,0.0,0.0,63,0.0
0.0,-0.110898220672,-0.0980875039621,0.0,0.0,0.0,0.0,64,0.0
0.0,-0.0793775743807,-0.00401425727959,0.0,0.0,0.0,0.0,65,0.0
0.0,-0.0476823951645,0.0947713783833,0.0,0.0,0.0,0.0,66,0.0
0.0,-0.0158999494857,-0.0616101225954,0.0,0.0,0.0,0.0,67,0.0
0.0,0.0158999494857,0.0171042266695,0.0,0.0,0.0,0.0,68,0.0
0.0,0.0476823951645,-0.341770374126,0.0,0.0,0.0,0.0,69,0.0
0.0,0.0793775743807,-0.0404916386463,0.0,0.0,0.0,0.0,70,0.0
0.0,0.110898220672,0.0535816080362,0.0,0.0,0.0,0.0,71,0.0
0.0,-0.110898220672,-0.0827286065445,0.0,0.0,0.0,0.0,72,0.0
0.0,-0.0793775743807,0.011344640138,0.0,0.0,0.0,0.0,73,0.0
0.0,-0.0476823951645,0.205076187109,0.0,0.0,0.0,0.0,74,0.0
0.0,-0.0158999494857,-0.0462512251778,0.0,0.0,0.0,0.0,75,0.0
0.0,0.0158999494857,0.0324631240871,0.0,0.0,0.0,0.0,76,0.0
0.0,0.0476823951645,-0.124791041518,0.0,0.0,0.0,0.0,77,0.0
0.0,0.0793775743807,-0.0251327412287,0.0,0.0,0.0,0.0,78,0.0
0.0,0.110898220672,0.0689405054538,0.0,0.0,0.0,0.0,79,0.0
0.0,-0.110898220672,-0.0366519142919,0.0,0.0,0.0,0.0,80,0.0
0.0,-0.0793775743807,0.0574213323906,0.0,0.0,0.0,0.0,81,0.0
0.0,-0.0476823951645,-0.0942477796077,0.0,0.0,0.0,0.0,82,0.0
0.0,-0.0158999494857,-0.000174532925199,0.0,0.0,0.0,0.0,83,0.0
0.0,0.0158999494857,0.0785398163397,0.0,0.0,0.0,0.0,84,0.0
0.0,0.0476823951645,-0.0731292956586,0.0,0.0,0.0,0.0,85,0.0
0.0,0.0793775743807,0.0209439510239,0.0,0.0,0.0,0.0,86,0.0
0.0,0.110898220672,-0.236753913033,0.0,0.0,0.0,0.0,87,0.0
0.0,-0.110898220672,-0.0212930168743,0.0,0.0,0.0,0.0,88,0.0
0.0,-0.0793775743807,0.0727802298082,0.0,0.0,0.0,0.0,89,0.0
0.0,-0.0476823951645,-0.0788888821901,0.0,0.0,0.0,0.0,90,0.0
0.0,-0.0158999494857,0.0151843644924,0.0,0.0,0.0,0.0,91,0.0
0.0,0.0158999494857,0.106116018521,0.0,0.0,0.0,0.0,92,0.0
0.0,0.0476823951645,-0.057770398241,0.0,0.0,0.0,0.0,93,0.0
0.0,0.0793775743807,0.0363028484415,0.0,0.0,0.0,0.0,94,0.0
0.0,0.110898220672,-0.116064395258,0.0,0.0,0.0,0.0,95,0.0
0.0,-0.110898220672,0.0247836753783,0.0,0.0,0.0,0.0,96,0.0
0.0,-0.0793775743807,-0.180571764411,0.0,0.0,0.0,0.0,97,0.0
0.0,-0.0476823951645,-0.0328121899375,0.0,0.0,0.0,0.0,98,0.0
0.0,-0.0158999494857,0.061261056745,0.0,0.0,0.0,0.0,99,0.0
0.0,0.0158999494857,-0.105766952671,0.0,0.0,0.0,0.0,100,0.0
0.0,0.0476823951645,-0.0116937059884,0.0,0.0,0.0,0.0,101,0.0
0.0,0.0793775743807,0.0823795406941,0.0,0.0,0.0,0.0,102,0.0
0.0,0.110898220672,-0.0692895713042,0.0,0.0,0.0,0.0,103,0.0
0.0,-0.110898220672,0.0401425727959,0.0,0.0,0.0,0.0,104,0.0
0.0,-0.0793775743807,-0.111526539202,0.0,0.0,0.0,0.0,105,0.0
0.0,-0.0476823951645,-0.0174532925199,0.0,0.0,0.0,0.0,106,0.0
0.0,-0.0158999494857,0.0766199541626,0.0,0.0,0.0,0.0,107,0.0
0.0,0.0158999494857,-0.0904080552533,0.0,0.0,0.0,0.0,108,0.0
0.0,0.0476823951645,0.00366519142919,0.0,0.0,0.0,0.0,109,0.0
0.0,0.0793775743807,0.121823981789,0.0,0.0,0.0,0.0,110,0.0
0.0,0.110898220672,-0.0539306738866,0.0,0.0,0.0,0.0,111,0.0
0.0,-0.110898220672,0.0869173967493,0.0,0.0,0.0,0.0,112,0.0
0.0,-0.0793775743807,-0.0654498469498,0.0,0.0,0.0,0.0,113,0.0
0.0,-0.0476823951645,0.0286233997327,0.0,0.0,0.0,0.0,114,0.0
0.0,-0.0158999494857,-0.145769899127,0.0,0.0,0.0,0.0,115,0.0
0.0,0.0158999494857,-0.0443313630007,0.0,0.0,0.0,0.0,116,0.0
0.0,0.0476823951645,0.0497418836818,0.0,0.0,0.0,0.0,117,0.0
0.0,0.0793775743807,-0.101927228316,0.0,0.0,0.0,0.0,118,0.0
0.0,0.110898220672,-0.00785398163397,0.0,0.0,0.0,0.0,119,0.0
0.0,-0.110898220672,0.147131255943,0.0,0.0,0.0,0.0,120,0.0
0.0,-0.0793775743807,-0.0500909495322,0.0,0.0,0.0,0.0,121,0.0
0.0,-0.0476823951645,0.0439822971503,0.0,0.0,0.0,0.0,122,0.0
0.0,-0.0158999494857,-0.107686814848,0.0,0.0,0.0,0.0,123,0.0
0.0,0.0158999494857,-0.0289724655831,0.0,0.0,0.0,0.0,124,0.0
0.0,0.0476823951645,0.0651007810994,0.0,0.0,0.0,0.0,125,0.0
0.0,0.0793775743807,-0.0865683308989,0.0,0.0,0.0,0.0,126,0.0
0.0,0.110898220672,0.00750491578358,0.0,0.0,0.0,0.0,127,0.0
